country;year;action;priority;public_ri_investment;private_ri_investment;inventions;public_ri_investment_eu_share;private_ri_investment_eu_share;inventions_eu_share;specialisation_index_inventions
Cyprus;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Cyprus;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Cyprus;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Cyprus;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Cyprus;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Cyprus;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Cyprus;2019;CCUS;CCUS;;;0;;;0;0
Cyprus;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Cyprus;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Cyprus;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Cyprus;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Cyprus;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Cyprus;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Cyprus;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Cyprus;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Cyprus;2020;CCUS;CCUS;;;0;;;0;0
Cyprus;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Czech Republic;2004;Renewable energy technologies;Number 1 in Renewables;0,446752943;;0;0,002316582;;0;0
Czech Republic;2004;Smart solutions for consumers;Smart systems;0;;0;0;;0;0
Czech Republic;2004;Integrated & flexible energy system;Smart systems;0,896702827;;0;0,00184757;;0;0
Czech Republic;2004;Energy efficiency in buildings;Energy efficiency;0;;0;0;;0;0
Czech Republic;2004;Energy efficiency in industry;Energy efficiency;0;50,01028;6,352380976;0;0,025805029;0,011048205;0,55241953
Czech Republic;2004;Batteries & e-mobility;Sustainable transport;;16,685624;6,317523456;;0,03080852;0,031342715;3,404067927
Czech Republic;2004;Renewable fuels & bioenergy;Sustainable transport;0;11,73925;3,000000015;0;0,01344256;0,010756921;0,511490333
Czech Republic;2004;CCUS;CCUS;0;;0;0;;0;0
Czech Republic;2004;Nuclear safety;Nuclear safety;3,72494253;;0;0,004366831;;0;0
Czech Republic;2005;Renewable energy technologies;Number 1 in Renewables;0,618685963;11,371985;3,25;0,002306323;0,00691802;0,007358619;-0,255280042
Czech Republic;2005;Smart solutions for consumers;Smart systems;0;0,687226;0,25;0;0,00061889;0,000533516;-0,946006174
Czech Republic;2005;Integrated & flexible energy system;Smart systems;1,029024974;4,521899;1,333333343;0,002171754;0,010139813;0,007897783;-0,200714611
Czech Republic;2005;Energy efficiency in buildings;Energy efficiency;0;2,16635;0,5;0;0,005461962;0,004087837;-0,586295464
Czech Republic;2005;Energy efficiency in industry;Energy efficiency;0;31,543224;7,852380998;0;0,015753895;0,013040894;0,319787585
Czech Republic;2005;Batteries & e-mobility;Sustainable transport;;10,149101;3,666666716;;0,01339632;0,015519265;0,570608007
Czech Republic;2005;Renewable fuels & bioenergy;Sustainable transport;0,634280795;25,270197;7,041666649;0,002384158;0,021236074;0,021375112;1,163241863
Czech Republic;2005;CCUS;CCUS;0;0,662759;0,333333343;0;0,005614497;0,007028842;-0,288654696
Czech Republic;2005;Nuclear safety;Nuclear safety;2,194153843;;0;0,002565402;;0;0
Czech Republic;2006;Renewable energy technologies;Number 1 in Renewables;0,499424487;8,99608;2,216666687;0,001822017;0,004228118;0,003753175;-0,510990764
Czech Republic;2006;Smart solutions for consumers;Smart systems;0;4,31177;2,425000001;0;0,003286424;0,004872708;-0,365124411
Czech Republic;2006;Integrated & flexible energy system;Smart systems;1,79558893;0,471888;0,127272723;0,0033687;0,001070648;0,000775005;-0,899022863
Czech Republic;2006;Energy efficiency in buildings;Energy efficiency;0;;0,150000002;0;;0,001262894;-0,83545485
Czech Republic;2006;Energy efficiency in industry;Energy efficiency;0;26,90881;4,833333343;0;0,012247037;0,007419376;-0,033313555
Czech Republic;2006;Batteries & e-mobility;Sustainable transport;;0,285578;0,095238097;;0,000321522;0,000308345;-0,959825077
Czech Republic;2006;Renewable fuels & bioenergy;Sustainable transport;1,049766101;12,25668;8,519251347;0,002605063;0,0090656;0,022542209;1,937073028
Czech Republic;2006;CCUS;CCUS;0;;0;0;;0;0
Czech Republic;2006;Nuclear safety;Nuclear safety;2,194153843;14,36062;3,00000003;0,002535695;0,094820996;0,119143057;14,52340576
Czech Republic;2007;Renewable energy technologies;Number 1 in Renewables;0,445817253;33,26136;9,766666695;0,001524919;0,013120549;0,011597389;-0,04575386
Czech Republic;2007;Smart solutions for consumers;Smart systems;0;3,50188;1;0;0,001779991;0,001760912;-0,855110154
Czech Republic;2007;Integrated & flexible energy system;Smart systems;1,015769367;4,78761;1,86666669;0,001980054;0,008948469;0,009562603;-0,213178301
Czech Republic;2007;Energy efficiency in buildings;Energy efficiency;0;;2,000000015;0;;0,009805195;-0,193217586
Czech Republic;2007;Energy efficiency in industry;Energy efficiency;0;32,703832;10,84563496;0;0,014637227;0,015951968;0,31254582
Czech Republic;2007;Batteries & e-mobility;Sustainable transport;;6,07754;2,04761903;;0,004309035;0,004246707;-0,650576148
Czech Republic;2007;Renewable fuels & bioenergy;Sustainable transport;0,868671117;40,05164;14,74420026;0,00161658;0,020476535;0,030134624;1,479510705
Czech Republic;2007;CCUS;CCUS;0;;0;0;;0;0
Czech Republic;2007;Nuclear safety;Nuclear safety;1,379323883;;1;0,001483304;;0,030392919;1,500763495
Czech Republic;2008;Renewable energy technologies;Number 1 in Renewables;1,206065302;19,1342;9,900000036;0,003171395;0,005264233;0,008328363;0,017755783
Czech Republic;2008;Smart solutions for consumers;Smart systems;0,479599558;0,546643;0,166666672;0,004524169;0,000244692;0,000250035;-0,96944486
Czech Republic;2008;Integrated & flexible energy system;Smart systems;7,401502094;2,6564676;2,03137256;0,013295511;0,00426819;0,008743323;0,068465402
Czech Republic;2008;Energy efficiency in buildings;Energy efficiency;0,479599558;6,09366;1,857142895;0,003997116;0,006998423;0,007848926;-0,040833156
Czech Republic;2008;Energy efficiency in industry;Energy efficiency;1,127857221;23,9074685;6,076895289;0,005790326;0,010272572;0,008622286;0,053674154
Czech Republic;2008;Batteries & e-mobility;Sustainable transport;;16,1181306;6,711134451;;0,010369243;0,012561459;0,535055264
Czech Republic;2008;Renewable fuels & bioenergy;Sustainable transport;10,41902407;16,127289;7,114285719;0,019419814;0,009126029;0,01552197;0,896840305
Czech Republic;2008;CCUS;CCUS;0,391430277;;0;0,007553033;;0;0
Czech Republic;2008;Nuclear safety;Nuclear safety;12,85353325;;0;0,013489608;;0;0
Czech Republic;2009;Renewable energy technologies;Number 1 in Renewables;1,299088474;48,525557;18,10238101;0,002511281;0,009915355;0,012293535;0,436998678
Czech Republic;2009;Smart solutions for consumers;Smart systems;0,380416427;3,727697;1,666666687;0,003029675;0,0016715;0,00227506;-0,734066816
Czech Republic;2009;Integrated & flexible energy system;Smart systems;8,185610235;3,43042;2,916666687;0,015997867;0,003897497;0,010631428;0,242713997
Czech Republic;2009;Energy efficiency in buildings;Energy efficiency;0,380416427;5,36283;1,066666692;0,002616566;0,004174782;0,003488769;-0,592195728
Czech Republic;2009;Energy efficiency in industry;Energy efficiency;1,125050151;14,761648;6,677616253;0,003096156;0,005970455;0,008923864;0,043115874
Czech Republic;2009;Batteries & e-mobility;Sustainable transport;;3,49706;1;;0,001647202;0,001432366;-0,832569852
Czech Republic;2009;Renewable fuels & bioenergy;Sustainable transport;12,57387893;6,99292;9;0,015912073;0,003843915;0,019660983;1,298184116
Czech Republic;2009;CCUS;CCUS;0,581843173;;0;0,004403799;;0;0
Czech Republic;2009;Nuclear safety;Nuclear safety;13,18250623;10,5103;1;0,013150646;0,045639935;0,026437637;2,090311223
Czech Republic;2010;Renewable energy technologies;Number 1 in Renewables;0,476344136;26,13024;7,178571448;0,000650954;0,004912888;0,004270247;-0,272695274
Czech Republic;2010;Smart solutions for consumers;Smart systems;0,197333103;4,94288;1,458333373;0,001547087;0,001859699;0,001936432;-0,670188659
Czech Republic;2010;Integrated & flexible energy system;Smart systems;7,696244414;2,42235;2,988095313;0,012118644;0,002315572;0,008823108;0,50274405
Czech Republic;2010;Energy efficiency in buildings;Energy efficiency;0,197333103;3,55852;1;0,001014943;0,00298097;0,003146967;-0,464011337
Czech Republic;2010;Energy efficiency in industry;Energy efficiency;1,093002772;13,299334;3,542366955;0,002568636;0,005071611;0,004155607;-0,292220627
Czech Republic;2010;Batteries & e-mobility;Sustainable transport;;4,759951;1,399999976;;0,001340498;0,001378707;-0,765179752
Czech Republic;2010;Renewable fuels & bioenergy;Sustainable transport;8,742033833;14,99847;13,21904762;0,009257015;0,009636889;0,030184813;4,141050806
Czech Republic;2010;CCUS;CCUS;0,724418923;2,371827;0,821428604;0,004884957;0,008441238;0,007785589;0,326034597
Czech Republic;2010;Nuclear safety;Nuclear safety;12,24334647;6,91266;1;0,011796889;0,020235242;0,019298414;2,286888919
Czech Republic;2011;Renewable energy technologies;Number 1 in Renewables;3,705604938;35,838583;18,28333338;0,005037035;0,007131697;0,009570764;0,027982541
Czech Republic;2011;Smart solutions for consumers;Smart systems;0,057116071;10,203486;3,75;0,000534601;0,004361802;0,004912858;-0,47231671
Czech Republic;2011;Integrated & flexible energy system;Smart systems;14,55730761;3,272622;1,033333361;0,019739077;0,003399688;0,002800354;-0,699217825
Czech Republic;2011;Energy efficiency in buildings;Energy efficiency;0,09411481;2,182146;1,166666672;0,000522609;0,002672569;0,003759103;-0,596239872
Czech Republic;2011;Energy efficiency in industry;Energy efficiency;4,9664081;13,9330664;11,53532347;0,012310366;0,004980483;0,011507655;0,236021329
Czech Republic;2011;Batteries & e-mobility;Sustainable transport;;7,237086;2,218905465;;0,001714288;0,001699104;-0,817501609
Czech Republic;2011;Renewable fuels & bioenergy;Sustainable transport;7,731878605;23,087971;17,22777781;0,007646501;0,015013509;0,032461724;2,486669065
Czech Republic;2011;CCUS;CCUS;0,399422629;;0;0,003824878;;0;0
Czech Republic;2011;Nuclear safety;Nuclear safety;14,46518114;19,20809;4,00000003;0,013176499;0,046914194;0,06525924;6,009405161
Czech Republic;2012;Renewable energy technologies;Number 1 in Renewables;3,434605749;55,195656;29,29166669;0,005216055;0,011207264;0,014990464;0,199785487
Czech Republic;2012;Smart solutions for consumers;Smart systems;0;4,95692;3,833333343;0;0,001992654;0,003745101;-0,70025495
Czech Republic;2012;Integrated & flexible energy system;Smart systems;14,38919533;7,831098;5,200000018;0,019917372;0,006793086;0,010432153;-0,165046083
Czech Republic;2012;Energy efficiency in buildings;Energy efficiency;0,045458935;;0,5;0,000221798;;0,002041556;-0,836600856
Czech Republic;2012;Energy efficiency in industry;Energy efficiency;2,892763319;26,275553;5,066666678;0,006312215;0,008335193;0,004252103;-0,659676185
Czech Republic;2012;Batteries & e-mobility;Sustainable transport;;3,41919;1;;0,000701119;0,000664571;-0,946810019
Czech Republic;2012;Renewable fuels & bioenergy;Sustainable transport;6,582890387;24,02775;45,16666669;0,007657849;0,012722028;0,061624873;3,932244259
Czech Republic;2012;CCUS;CCUS;0,495681728;2,82532;1;0,005056704;0,007871838;0,006692589;-0,464348053
Czech Republic;2012;Nuclear safety;Nuclear safety;18,25476425;;1;0,014624178;;0,014611579;0,16946088
Czech Republic;2013;Renewable energy technologies;Number 1 in Renewables;2,875881914;12,937188;8,277777761;0,004001034;0,003483257;0,005180978;-0,195282023
Czech Republic;2013;Smart solutions for consumers;Smart systems;0;6,07084;4,375000007;0;0,00271321;0,004139413;-0,357059637
Czech Republic;2013;Integrated & flexible energy system;Smart systems;11,38516288;7,238672;2,916666661;0,0128172;0,006270419;0,005957503;-0,074670901
Czech Republic;2013;Energy efficiency in buildings;Energy efficiency;0;6,758314;2,166666657;0;0,012485663;0,010579086;0,643160903
Czech Republic;2013;Energy efficiency in industry;Energy efficiency;2,229359176;76,347088;19,16666668;0,005737353;0,023466332;0,015306547;1,377437837
Czech Republic;2013;Batteries & e-mobility;Sustainable transport;;2,959467;2;;0,00074489;0,001394088;-0,783467993
Czech Republic;2013;Renewable fuels & bioenergy;Sustainable transport;3,826503872;12,94969;4,333333343;0,004892386;0,006695553;0,006110425;-0,050918849
Czech Republic;2013;CCUS;CCUS;0,526403546;2,42453;1;0,005200795;0,009933859;0,007795962;0,210881545
Czech Republic;2013;Nuclear safety;Nuclear safety;21,00744699;;0,5;0,016584427;;0,006648668;0,032681967
Czech Republic;2014;Renewable energy technologies;Number 1 in Renewables;3,484509211;11,67312;6,666666672;0,005086669;0,003429702;0,004870393;-0,073317544
Czech Republic;2014;Smart solutions for consumers;Smart systems;0;4,031229;3,000000015;0;0,001729961;0,002892737;-0,449603302
Czech Republic;2014;Integrated & flexible energy system;Smart systems;8,438168536;;1;0,008887433;;0,001948302;-0,629299558
Czech Republic;2014;Energy efficiency in buildings;Energy efficiency;0;1,81215;0,5;0;0,00334219;0,002668724;-0,492225879
Czech Republic;2014;Energy efficiency in industry;Energy efficiency;1,633948499;26,77544;12,00000014;0,004141981;0,008196507;0,009123617;0,735936976
Czech Republic;2014;Batteries & e-mobility;Sustainable transport;;5,70085;3;;0,00146686;0,002178727;-0,585456901
Czech Republic;2014;Renewable fuels & bioenergy;Sustainable transport;2,591744079;15,02585;5,333333395;0,003720726;0,006471074;0,006815529;0,296780542
Czech Republic;2014;CCUS;CCUS;0,613539669;;0;0,005134603;;0;0
Czech Republic;2014;Nuclear safety;Nuclear safety;21,54086821;10,136429;4,000000022;0,018934839;0,067845902;0,06539973;11,44350938
Czech Republic;2015;Renewable energy technologies;Number 1 in Renewables;3,360530298;12,788468;5,50000003;0,004837911;0,004229532;0,004407788;-0,169088227
Czech Republic;2015;Smart solutions for consumers;Smart systems;0,055322666;3,2475;2,833333358;0,000526321;0,001474763;0,002957459;-0,442489607
Czech Republic;2015;Integrated & flexible energy system;Smart systems;8,14295837;8,711162;3,833333373;0,008609415;0,008450549;0,008342584;0,572659773
Czech Republic;2015;Energy efficiency in buildings;Energy efficiency;0,048149043;1,795837;0,666666687;0,00031588;0,006010162;0,004440125;-0,162992448
Czech Republic;2015;Energy efficiency in industry;Energy efficiency;1,167429106;27,04462;7,916666701;0,002918472;0,007563999;0,005920762;0,116122291
Czech Republic;2015;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Czech Republic;2015;Renewable fuels & bioenergy;Sustainable transport;2,714904263;9,26276;2,00000003;0,003988526;0,004222331;0,002499415;-0,52883542
Czech Republic;2015;CCUS;CCUS;0,698999347;;3;0,01190199;;0,027606083;4,204020415
Czech Republic;2015;Nuclear safety;Nuclear safety;19,62668059;24,9324;7,666666746;0,015817288;0,116026042;0,136907672;24,80845367
Czech Republic;2016;Renewable energy technologies;Number 1 in Renewables;2,191697657;9,815026;5,75000006;0,00316638;0,003352721;0,004810448;-0,01838319
Czech Republic;2016;Smart solutions for consumers;Smart systems;0,133842644;2,24266;1;0,001345078;0,001063895;0,001140773;-0,767214721
Czech Republic;2016;Integrated & flexible energy system;Smart systems;6,748897371;9,44346;4;0,007785726;0,010450254;0,00961911;0,962869075
Czech Republic;2016;Energy efficiency in buildings;Energy efficiency;0,087798903;;0;0,000644793;;0;0
Czech Republic;2016;Energy efficiency in industry;Energy efficiency;0,224448616;30,97252;8,500000037;0,000614533;0,01021807;0,006678113;0,36273118
Czech Republic;2016;Batteries & e-mobility;Sustainable transport;;2,58905;1,00000003;;0,000801572;0,000849378;-0,826676408
Czech Republic;2016;Renewable fuels & bioenergy;Sustainable transport;2,569404482;26,87991;6,329545474;0,004008728;0,013310625;0,0089359;0,823453587
Czech Republic;2016;CCUS;CCUS;0,584923153;;0;0,009573224;;0;0
Czech Republic;2016;Nuclear safety;Nuclear safety;6,656848877;;2,5;0,00564634;;0,037316446;6,614768622
Czech Republic;2017;Renewable energy technologies;Number 1 in Renewables;;10,92321;0;;0,013295233;0;0
Czech Republic;2017;Smart solutions for consumers;Smart systems;;6,636003;0;;0,007976723;0;0
Czech Republic;2017;Integrated & flexible energy system;Smart systems;;2,864034;0;;0,007175186;0;0
Czech Republic;2017;Energy efficiency in buildings;Energy efficiency;;3,029203;0;;0,022375623;0;0
Czech Republic;2017;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Czech Republic;2017;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Czech Republic;2017;Renewable fuels & bioenergy;Sustainable transport;;7,01798;0;;0,009346645;0;0
Czech Republic;2017;CCUS;CCUS;;3,84561;0;;0,075125351;0;0
Czech Republic;2017;Nuclear safety;Nuclear safety;;4,24359;0;;0,117646912;0;0
Czech Republic;2018;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Czech Republic;2018;Smart solutions for consumers;Smart systems;;;0;;;0;0
Czech Republic;2018;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Czech Republic;2018;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Czech Republic;2018;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Czech Republic;2018;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Czech Republic;2018;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Czech Republic;2018;CCUS;CCUS;;;0;;;0;0
Czech Republic;2018;Nuclear safety;Nuclear safety;;;0;;;0;0
Czech Republic;2019;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Czech Republic;2019;Smart solutions for consumers;Smart systems;;;0;;;0;0
Czech Republic;2019;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Czech Republic;2019;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Czech Republic;2019;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Czech Republic;2019;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Czech Republic;2019;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Czech Republic;2019;CCUS;CCUS;;;0;;;0;0
Czech Republic;2019;Nuclear safety;Nuclear safety;;;0;;;0;0
Czech Republic;2020;Renewable energy technologies;Number 1 in Renewables;;;0;;;0;0
Czech Republic;2020;Smart solutions for consumers;Smart systems;;;0;;;0;0
Czech Republic;2020;Integrated & flexible energy system;Smart systems;;;0;;;0;0
Czech Republic;2020;Energy efficiency in buildings;Energy efficiency;;;0;;;0;0
Czech Republic;2020;Energy efficiency in industry;Energy efficiency;;;0;;;0;0
Czech Republic;2020;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Czech Republic;2020;Renewable fuels & bioenergy;Sustainable transport;;;0;;;0;0
Czech Republic;2020;CCUS;CCUS;;;0;;;0;0
Czech Republic;2020;Nuclear safety;Nuclear safety;;;0;;;0;0
Denmark;2004;Renewable energy technologies;Number 1 in Renewables;13,56585605;37,612878;21,3983512;0,070344056;0,031561725;0,052685492;1,106275886
Denmark;2004;Smart solutions for consumers;Smart systems;0,867361513;10,708538;3,179653749;0,030513636;0,009182832;0,007206837;-0,71188299
Denmark;2004;Integrated & flexible energy system;Smart systems;8,16272377;2,8022258;0,992857099;0,016818505;0,007722328;0,006453388;-0,742004593
Denmark;2004;Energy efficiency in buildings;Energy efficiency;0,867361513;;0;0,030513584;;0;0
Denmark;2004;Energy efficiency in industry;Energy efficiency;2,380045358;65,657822;17,50135683;0,038241205;0,033879075;0,030438755;0,216889399
Denmark;2004;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2004;Renewable fuels & bioenergy;Sustainable transport;18,12081208;104,7961979;10,77733018;0,09036692;0,120001631;0,03864363;0,544906258
Denmark;2004;CCUS;CCUS;0;3,69757;1,226086978;0;0,037383588;0,029735188;0,188761985
Denmark;2004;Nuclear safety;Nuclear safety;2,575922823;;0;0,00301981;;0;0
Denmark;2005;Renewable energy technologies;Number 1 in Renewables;16,76093949;112,354592;31,38726194;0,062481049;0,068349657;0,07106674;1,237466678
Denmark;2005;Smart solutions for consumers;Smart systems;2,102999492;11,50107;5,091812871;0,051106856;0,010357437;0,010866254;-0,657886635
Denmark;2005;Integrated & flexible energy system;Smart systems;16,70579865;18,011894;8,021514807;0,035257543;0,040389501;0,047514138;0,495936079
Denmark;2005;Energy efficiency in buildings;Energy efficiency;2,102999492;6,401682;2,556746036;0,051902759;0,016140395;0,020903124;-0,341885616
Denmark;2005;Energy efficiency in industry;Energy efficiency;2,373605551;74,488737;18,13122994;0,02776;0,037202531;0,030111561;-0,051967003
Denmark;2005;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2005;Renewable fuels & bioenergy;Sustainable transport;27,37494899;87,850573;12,03910576;0,102897961;0,073826147;0,036544933;0,150581427
Denmark;2005;CCUS;CCUS;1,119318964;1,56194;0,65000001;0,037177832;0,013231821;0,013706242;-0,568472391
Denmark;2005;Nuclear safety;Nuclear safety;1,436345299;;0;0,001679373;;0;0
Denmark;2006;Renewable energy technologies;Number 1 in Renewables;16,64180306;81,061868;38,27768126;0,060713163;0,038098719;0,064810298;1,660906047
Denmark;2006;Smart solutions for consumers;Smart systems;1,670123712;16,281243;5,30955885;0,032540786;0,012409537;0,010668836;-0,561971291
Denmark;2006;Integrated & flexible energy system;Smart systems;17,18569843;7,6871312;2,097611839;0,032242045;0,017441027;0,012773049;-0,475578978
Denmark;2006;Energy efficiency in buildings;Energy efficiency;1,670123712;5,640095;2,219999999;0,031025293;0,010643922;0,018690827;-0,23261369
Denmark;2006;Energy efficiency in industry;Energy efficiency;5,005608361;41,464724;9,99644067;0,040001421;0,018871887;0,015344969;-0,369984078
Denmark;2006;Batteries & e-mobility;Sustainable transport;;;0;;;0;0
Denmark;2006;Renewable fuels & bioenergy;Sustainable transport;34,81279198;70,141782;9,905228914;0,086390213;0,051880061;0,02620955;0,076081293
Denmark;2006;CCUS;CCUS;1,864860794;;0;0,058680449;;0;0
Denmark;2006;Nuclear safety;Nuclear safety;1,841650656;;0;0,002128322;;0;0
Denmark;2007;Renewable energy technologies;Number 1 in Renewables;23,33423838;108,4087464;61,39231771;0,079814799;0,042763804;0,072900057;1,191446739
Denmark;2007;Smart solutions for consumers;Smart systems;2,738662114;29,455152;8,098160192;0,034302718;0,014971927;0,014260151;-0,571325983
Denmark;2007;Integrated & flexible energy system;Smart systems;17,47629473;15,6445641;5,807387032;0,034066799;0,029241081;0,029750216;-0,105679539
Denmark;2007;Energy efficiency in buildings;Energy efficiency;2,738662114;11,745715;2,816017337;0,033234009;0,012003901;0,013805799;-0,584984235
Denmark;2007;Energy efficiency in industry;Energy efficiency;7,09224001;72,486225;20,78638117;0,036611133;0,0324426;0,030573008;-0,080945591
Denmark;2007;Batteries & e-mobility;Sustainable transport;;3,903578;1,275000006;;0,002767675;0,002644316;-0,920509281
Denmark;2007;Renewable fuels & bioenergy;Sustainable transport;43,71663021;145,089131;16,55028093;0,081355786;0,074177304;0,033825945;0,016840843
Denmark;2007;CCUS;CCUS;0,594072201;9,212103;1,712698333;0,008793895;0,041549162;0,02559325;-0,230641973
Denmark;2007;Nuclear safety;Nuclear safety;2,025050994;;0;0,00217771;;0;0
Denmark;2008;Renewable energy technologies;Number 1 in Renewables;22,23397052;219,171521;87,58795321;0,058465082;0,060298829;0,073683261;0,84972543
Denmark;2008;Smart solutions for consumers;Smart systems;4,570988465;44,58291;14,37270194;0,043119145;0,019956501;0,021562048;-0,45871195
Denmark;2008;Integrated & flexible energy system;Smart systems;8,10798541;5,934807;2,166507915;0,014564585;0,009535552;0,009324966;-0,765908487
Denmark;2008;Energy efficiency in buildings;Energy efficiency;4,570988465;19,737167;6,177236736;0,038095889;0,022667665;0,026107132;-0,344613352
Denmark;2008;Energy efficiency in industry;Energy efficiency;3,791302242;124,757248;30,68865558;0,019464233;0,053605752;0,043543017;0,093092575
Denmark;2008;Batteries & e-mobility;Sustainable transport;;1,46385;0,5;;0,000941736;0,000935867;-0,976506237
Denmark;2008;Renewable fuels & bioenergy;Sustainable transport;40,98628618;211,8128748;19,22902137;0,076393532;0,119859596;0,041953937;0,053200739
Denmark;2008;CCUS;CCUS;0,834625827;20,346739;4,094295055;0,016104928;0,07812871;0,044797713;0,124590153
Denmark;2008;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Denmark;2009;Renewable energy technologies;Number 1 in Renewables;30,79649897;234,773803;91,48030464;0,059533011;0,047971951;0,062125326;0,837103779
Denmark;2009;Smart solutions for consumers;Smart systems;1,87888079;32,943843;10,14626748;0,014963597;0,014772023;0,013850023;-0,590441912
Denmark;2009;Integrated & flexible energy system;Smart systems;22,8453497;19,441555;6,069657631;0,0446487;0,022088666;0,022124272;-0,345764653
Denmark;2009;Energy efficiency in buildings;Energy efficiency;1,87888079;39,690886;10,41391351;0,012923247;0,030898013;0,034061001;0,007215555
Denmark;2009;Energy efficiency in industry;Energy efficiency;3,008731522;87,4537712;26,4108394;0,008280078;0,035371307;0,035295043;0,043707303
Denmark;2009;Batteries & e-mobility;Sustainable transport;;5,211238;1,556666637;;0,002454623;0,002229717;-0,934065199
Denmark;2009;Renewable fuels & bioenergy;Sustainable transport;38,8314999;199,160111;16,44954864;0,049140735;0,109475665;0,035934922;0,062629128
Denmark;2009;CCUS;CCUS;2,961103783;6,39574;1,240967508;0,022411721;0,020845137;0,010736906;-0,682499669
Denmark;2009;Nuclear safety;Nuclear safety;0;;0;0;;0;0
Denmark;2010;Renewable energy technologies;Number 1 in Renewables;55,89028047;261,449876;111,4404115;0,076377555;0,049156608;0,066291475;1,120786676
Denmark;2010;Smart solutions for consumers;Smart systems;5,317603596;32,0122686;8,739438288;0,041689893;0,012044229;0,011604565;-0,628748525
Denmark;2010;Integrated & flexible energy system;Smart systems;32,31052445;35,635365;9,816765564;0,050876728;0,034064551;0,028986487;-0,072668768
Denmark;2010;Energy efficiency in buildings;Energy efficiency;7,038910358;9,812274;2,380075179;0,036203218;0,008219735;0,007490018;-0,76038049
Denmark;2010;Energy efficiency in industry;Energy efficiency;7,944172818;73,3331569;22,36302149;0,018669381;0,027965105;0,026234418;-0,160712546
Denmark;2010;Batteries & e-mobility;Sustainable transport;;12,744986;1,813186835;;0,003589245;0,00178561;-0,942875032
Denmark;2010;Renewable fuels & bioenergy;Sustainable transport;62,587009;142,0962277;15,10745674;0,066273926;0,091300348;0,034496869;0,103618532
Denmark;2010;CCUS;CCUS;0,174008953;6,061016;1,938228458;0,00117339;0,021570916;0,018370737;-0,41228619
Denmark;2010;Nuclear safety;Nuclear safety;2,897913176;;0;0,00279224;;0;0
Denmark;2011;Renewable energy technologies;Number 1 in Renewables;33,50832856;413,910467;157,894941;0,045547926;0,082366094;0,082653153;1,008347508
Denmark;2011;Smart solutions for consumers;Smart systems;5,891148912;56,045478;17,08253991;0,055140598;0,023958406;0,022379757;-0,456205509
Denmark;2011;Integrated & flexible energy system;Smart systems;41,58022422;19,105619;7,458658077;0,056380979;0,019847432;0,020213112;-0,508851718
Denmark;2011;Energy efficiency in buildings;Energy efficiency;1,144206135;22,29115;7,533694141;0,006353647;0,027300938;0,02427423;-0,410172648
Denmark;2011;Energy efficiency in industry;Energy efficiency;7,865151019;192,4079938;46,52063878;0,019495557;0,068777732;0,046409053;0,127670302
Denmark;2011;Batteries & e-mobility;Sustainable transport;;2,787809;1,56428577;;0,000660364;0,001197836;-0,970894396
Denmark;2011;Renewable fuels & bioenergy;Sustainable transport;76,36229295;138,09951;22,54380704;0,075519077;0,089802532;0,042478539;0,032164722
Denmark;2011;CCUS;CCUS;0,196682441;3,31434;1,155806147;0,001883435;0,014230396;0,010811155;-0,737305157
Denmark;2011;Nuclear safety;Nuclear safety;1,34162647;;0;0,001222103;;0;0
Denmark;2012;Renewable energy technologies;Number 1 in Renewables;35,19461887;232,39275;111,8801519;0,053449241;0,047186446;0,057256399;0,915191149
